"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,赤西里,183,113754,1050,1722,101316,2603,193,145,167,4429,0,1780,0,349,78512,90950,46
,同安里,266,182963,5350,947,154017,6839,566,409,81,11947,11,2306,0,491,118986,147932,48
,中崙里,321,235703,12075,675,187363,8431,1047,822,140,21100,784,3243,0,24,144476,192816,101
,梓和里,701,490065,8936,5516,401737,19791,3925,942,820,39962,741,7572,0,123,315309,403637,97
,典寶里,794,633381,14906,4090,496035,30149,5672,1047,519,70332,601,9233,331,467,396482,533828,1160
,茄典里,6,3619,72,0,3311,173,0,0,9,12,0,43,0,0,2455,2763,0
,其　他,14,3769,13,31,3165,18,39,0,20,449,0,34,0,0,1981,2585,0
,合　計,8204,5590805,166252,55792,4604071,205621,36002,12320,6032,413306,5138,76758,400,9113,3582433,4569164,2619
田寮區,南安里,190,109835,6435,2827,85781,5817,2761,162,47,5331,0,668,0,6,63903,88414,34
,田寮里,65,46824,2525,125,34860,2209,452,0,14,6171,22,297,0,149,26998,38962,2
,三和里,57,42067,1534,75,29906,1626,2048,55,34,5527,0,535,0,727,22821,35224,0
,古亭里,80,41853,1987,411,35224,1302,103,12,72,2245,0,497,0,0,25543,32835,9
,大同里,55,29620,1864,37,22066,805,159,0,57,4496,0,136,0,0,15453,23007,0
,七星里,104,72637,841,1069,49277,4298,1286,54,27,15253,0,484,0,50,38275,61635,5
,西德里,124,74433,6141,174,57787,3248,222,114,23,6294,115,314,0,0,42892,59853,9
,崇德里,174,113966,4300,972,85607,6349,1607,70,30,14395,0,612,0,24,62950,93273,13
,新興里,313,235582,4572,1393,184269,12976,1370,70,60,27858,393,2400,0,222,142523,193835,18
,鹿埔里,70,32467,1579,658,25460,2052,157,83,11,2130,0,336,0,0,16477,24523,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1232,799283,31778,7740,610237,40682,10164,619,375,89699,529,6280,0,1179,457835,651562,90
阿蓮區,阿蓮里,1405,1069971,25524,12440,817295,44432,6192,2157,725,152013,0,8447,18,729,630945,890424,565
,崗山里,178,117866,4754,307,96269,4207,1537,57,51,9992,0,643,0,47,74612,96208,22
,復安里,427,279649,14185,429,209047,8937,3600,224,158,41246,144,1399,0,281,155889,227133,109
,清蓮里,699,515483,18653,9697,401026,20322,4541,76,340,54458,0,5739,146,484,313222,428911,442
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,港後里,566,400323,24819,3179,292006,16873,3046,1373,232,55265,21,3396,0,113,222658,331604,12
,石安里,316,203288,6342,1691,161024,9039,1631,0,95,22250,0,1092,0,123,123173,166179,47
,峰山里,253,159513,5495,879,133096,5632,1439,90,70,11335,0,744,0,734,100577,127448,27
,青旗里,372,274692,11015,538,202814,8009,4198,1047,104,44944,130,1781,0,114,155387,228153,262
,和蓮里,566,430497,13224,5819,356891,16598,4007,972,324,27899,0,4753,0,9,283858,358330,12
,玉庫里,258,177664,10215,874,148554,5435,1580,0,284,6879,0,3526,0,318,114575,143963,4
,中路里,498,363114,19025,1968,256248,14279,3848,457,227,65032,0,1871,0,159,195003,302188,79
,南蓮里,825,567568,17141,5315,435497,27480,3888,525,498,69008,167,7587,0,461,335016,470056,145
,其　他,2,263,0,0,263,0,0,0,0,0,0,0,0,0,155,155,0
,合　計,6365,4559890,170391,43136,3510030,181243,39508,6979,3107,560319,461,40979,164,3572,2705069,3770753,1726
路竹區,竹東里,1160,988773,29361,23084,691681,53744,11782,371,722,162626,420,12364,932,1687,548054,845146,1734
,竹西里,692,513979,14812,4964,393377,24350,7923,683,335,59906,0,7474,0,153,312634,433236,94
,竹滬里,848,630079,11876,4365,509878,26924,4236,3427,391,62707,0,5296,0,980,401284,521492,105
,竹園里,481,307683,14727,1262,260133,9978,1661,18,99,17226,0,2368,0,211,198491,246041,11
,文南里,755,640811,23700,6647,476056,32259,7827,587,804,85506,137,4703,0,2585,376441,541197,89
,文北里,948,699593,14917,6023,564631,29395,5626,336,655,67856,2028,7519,0,606,440957,575918,55
,甲南里,938,648156,14804,5800,543929,32912,3928,446,605,39398,205,5315,0,815,425988,530215,84
,甲北里,620,451745,9093,2376,373673,19300,2328,533,202,38513,63,3858,0,1805,292272,370344,125
,下坑里,692,492993,11853,7024,377986,17082,10919,183,243,61771,251,5061,0,620,290624,406134,77
,頂寮里,291,188886,4880,2084,154706,11083,811,224,149,13685,0,959,0,306,120106,154286,46
,鴨寮里,628,495432,12466,6134,365406,19959,3788,406,849,79009,1416,5703,0,299,284972,414999,431
,社東里,492,360935,8418,1449,280614,18339,3026,113,426,45547,0,2797,0,206,217923,298245,36
,社西里,647,466649,12900,11338,368390,22990,6670,425,303,37281,59,5096,0,1197,287122,385384,74
,社中里,250,164761,4840,323,134270,10381,748,65,318,10962,2,2261,0,591,103920,134412,4
,北嶺里,397,287728,9833,2956,232712,8923,1938,368,532,27214,0,3154,0,97,178965,233980,14
,三爺里,295,507362,13409,969,141195,9213,5214,324,68,335694,0,1242,0,33,106079,472245,1
,後鄉里,360,285131,5726,548,219720,10641,1924,104,278,42253,785,3130,0,22,171131,236541,21
,新達里,291,196996,4823,1203,162371,8745,694,194,182,16913,0,1868,0,3,125782,160407,53
,竹南里,914,1009376,35701,18282,573174,52453,23885,1258,373,293073,545,9614,7,1010,466202,902404,649
,社南里,1535,1272344,25882,17494,1011018,46882,16121,3107,1876,134607,931,13122,327,978,808295,1069638,1310
,其　他,1,884,0,0,838,0,47,0,0,0,0,0,0,0,622,668,0
,合　計,13235,10610297,284021,124327,7835758,465552,121093,13173,9409,1631745,6842,102906,1266,14205,6157865,8932933,5013
燕巢區,東燕里,545,368280,18849,1758,290525,11955,1881,259,332,36529,949,4376,0,867,223758,301855,84
,西燕里,891,637829,17331,8306,526080,31801,6455,1028,1085,38586,331,6338,0,488,418085,529834,131
,南燕里,932,727890,17032,18778,559419,32838,10434,1933,760,78756,5,6680,0,1256,441591,610074,257
,尖山里,228,178949,3424,4612,136798,6505,1316,92,58,20856,0,2255,0,3034,106739,148890,51
,金山里,101,64356,8987,1868,44657,2220,41,0,44,6206,0,245,0,88,33808,53506,5
,鳳雄里,574,462802,11985,4281,347176,20962,10043,752,297,60094,0,6732,0,480,276881,392507,27
,深水里,573,372018,8410,2975,298314,14453,7526,159,235,37019,279,2079,0,570,225121,300809,30
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,角宿里,667,491704,14090,3207,386238,18262,4299,1822,329,56152,308,5772,157,1069,301413,406879,795
,橫山里,405,278858,3026,2127,226111,14117,3662,2194,180,23615,0,3524,0,302,176389,230089,33
,瓊林里,575,386434,8383,3810,311106,16442,4973,266,226,35427,0,5067,0,734,237915,313243,37
,安招里,873,657605,21429,10060,453082,24029,16881,1338,428,110995,502,8365,0,10497,347013,551536,153
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,6364,4626725,132945,61783,3579505,193584,67511,9842,3975,504235,2373,51432,157,19384,2788712,3839222,1602
彌陀區,彌陀里,450,319501,7450,8850,257330,15473,2141,146,454,19628,328,6087,0,1614,202052,264223,30
,彌仁里,131,79158,2530,1746,65431,2567,247,0,78,5810,0,733,0,15,49813,63541,5
,彌壽里,185,146401,1549,972,113899,7849,597,29,156,17302,1457,2303,0,287,90196,122698,51
,舊港里,346,218856,7311,2263,183132,8266,1649,525,197,11084,0,4346,0,83,139324,175047,12
,過港里,219,135395,1818,2879,113251,2741,558,132,89,12117,0,1570,0,241,85002,107146,66
,漯底里,273,165396,2357,1372,139667,7313,968,255,101,10868,0,2373,0,122,108400,134105,1
,鹽埕里,485,307699,5900,4168,264448,9237,1759,157,407,17352,0,3490,0,780,201753,245003,121
,南寮里,427,263595,7305,2494,219406,9881,1886,78,286,17958,0,2819,0,1484,167698,211887,64
,文安里,396,234866,4783,2672,201116,10016,753,451,295,11915,124,2327,0,414,151456,185206,6
,光和里,308,192694,9640,858,164114,5679,587,129,160,7278,0,2906,0,1343,123637,152216,2
,海尾里,180,107903,3170,429,94870,2739,642,77,45,3729,0,1487,0,713,71909,84942,12
,彌靖里,483,350951,8522,4540,274390,15696,1805,155,542,37995,0,4035,0,3272,214600,291162,115
,其　他,2,333,19,0,282,32,0,0,0,0,0,0,0,0,172,223,0
,合　計,3885,2522748,62355,33243,2091336,97489,13592,2135,2809,173036,1909,34476,0,10368,1606010,2037398,486
湖內區,湖內里,1049,746880,14682,6597,639807,26171,3057,696,619,47955,53,5981,124,1138,498034,604984,524
,逸賢里,280,158950,3531,4447,133031,4471,985,350,335,10342,0,1359,0,99,99995,125914,104
,中賢里,524,321336,9720,1081,258542,11104,3126,158,320,34735,0,2515,0,36,194060,256854,4
,文賢里,289,220965,5388,388,155745,8819,906,112,469,45625,0,3369,0,143,118751,183970,194
,太爺里,258,184981,11748,1435,122575,8211,4489,142,165,33765,0,2289,13,149,95401,157794,324
,大湖里,1141,1359066,26009,7104,691781,35795,4473,1352,674,584784,288,5917,25,864,543691,1210976,560
,葉厝里,766,535259,13833,2660,426787,20357,3407,1663,502,59538,91,5367,0,1054,328968,437439,76
,田尾里,329,287823,13135,4441,179872,12006,2364,145,217,73523,0,2029,0,90,139753,247704,42
,海埔里,433,267979,9119,2060,214577,13959,1749,556,278,22425,98,2944,0,215,162679,216081,30
,劉家里,202,121294,4914,2288,97737,5789,2484,5,99,6745,0,902,0,331,73916,97473,36
,公舘里,680,496505,14641,8739,394015,24020,3702,92,582,44352,27,4545,92,1699,304279,406769,387
,海山里,279,192768,5305,6300,149928,8960,1729,672,353,17790,77,1613,0,41,115247,158087,11
,忠興里,149,91274,3225,1499,76540,2563,891,26,86,4893,0,1483,0,68,57355,72089,132
,湖東里,746,562477,13702,4924,425370,16543,3315,3799,661,87323,39,3348,0,3453,331837,468943,283
,其　他,6,2123,0,174,1857,37,0,0,2,51,0,2,0,0,1374,1640,0
,合　計,7131,5549680,148952,54139,3968163,198804,36677,9768,5360,1073848,675,43661,254,9378,3065338,4646719,2708
旗山區,大林里,240,149802,3461,1323,126495,6268,2011,242,66,8203,0,1621,0,112,95895,119752,28
,中正里,273,181707,10689,4686,153577,4220,1708,92,90,4593,70,977,0,1006,118744,147462,11
,圓富里,356,212811,7714,5064,178236,7051,1277,520,264,10742,76,1824,0,44,137893,172922,39
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,永和里,803,566758,15152,9204,459020,31627,3577,4177,528,32062,5072,5735,0,604,363311,471050,335
,瑞吉里,461,290033,8533,4089,240875,20666,2938,679,351,9392,118,2144,16,232,190229,239387,221
,竹峰里,363,309324,9799,5539,247206,23169,1835,70,86,15165,910,5475,0,69,204103,266221,227
,湄洲里,451,325607,11940,9320,233327,23964,10705,400,140,31015,133,4521,0,143,188761,281086,572
,大德里,712,507567,10126,28244,366857,42456,16605,1384,347,34240,469,6556,0,282,293406,434117,366
,太平里,549,385105,8102,11319,299350,22256,4323,631,292,32210,431,4946,828,418,239048,324803,1514
,東昌里,253,168576,1277,3365,150904,6249,678,36,60,4526,56,1425,0,0,122050,139722,145
,東平里,428,321859,11966,5746,260930,21157,3109,409,218,15050,302,2642,0,331,210912,272023,173
,廣福里,137,106985,5997,755,73615,5766,1202,62,41,18364,128,1055,0,0,58956,92326,67
,三協里,466,336188,8700,8151,273956,13588,4937,1089,161,19766,107,5710,0,23,221050,283283,555
,上洲里,188,142535,8726,874,100083,8416,2521,578,18,19399,0,1919,0,1,78654,121106,71
,鯤洲里,144,184129,1599,9379,77163,3924,583,10,65,89986,0,1388,0,33,59196,166162,8
,大山里,271,195907,8300,1301,158594,8071,915,168,194,15144,0,3212,0,9,125372,162684,59
,中洲里,129,94092,1536,538,80079,3928,297,57,145,5300,0,1557,0,656,64879,78892,20
,南洲里,265,184277,1726,3455,156041,12674,513,0,104,6937,575,2251,0,1,125711,153947,68
,新光里,166,116782,706,4876,97697,5444,797,130,57,5773,0,1212,87,1,77379,96787,318
,中寮里,22,11877,481,257,10041,121,332,133,32,113,0,366,0,0,7798,9634,0
,南勝里,423,283055,14927,3710,220565,10040,961,587,165,26566,1246,3921,0,367,167399,232216,24
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,7100,5074977,151459,121193,3964609,281057,61823,11455,3423,404546,9693,60456,931,4333,3150746,4265582,4819
六龜區,六龜里,135,82553,1563,863,71688,4731,102,3,217,1607,2,1777,0,0,55866,67129,0
,義寶里,198,132617,8849,2049,103517,7881,1118,0,141,7364,0,1683,0,14,81494,110593,45
,中興里,240,158336,3204,1690,126998,5583,350,402,28,18020,0,1871,0,191,99788,131127,159
,興龍里,93,44566,1494,118,38203,1714,650,96,42,1577,0,488,0,185,27340,33704,48
,新發里,127,87080,5562,157,68188,3229,1952,0,27,6906,0,344,0,716,52645,71537,68
,荖濃里,121,61937,3393,191,49840,2947,782,218,170,3739,0,657,0,0,35969,48066,3
,寶來里,123,74938,2762,188,58915,4055,1481,329,35,6736,0,436,0,0,45363,61386,10
,新興里,78,52228,281,339,43991,2200,189,96,7,4594,0,530,0,0,35402,43639,0
,新威里,111,72808,918,902,62841,3266,805,0,64,2428,0,1584,0,0,49672,59639,67
,新寮里,87,60869,1458,793,50762,3681,2291,35,39,970,157,469,0,215,40618,50725,0
,文武里,199,120920,3529,1790,101269,4420,246,296,80,7998,0,1288,0,4,78160,97811,1
,大津里,48,28591,628,314,24872,845,350,0,478,832,67,204,0,0,19087,22806,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1560,977443,33641,9393,801085,44552,10316,1476,1329,62771,225,11332,0,1325,621405,798161,403
內門區,內門里,184,112087,4071,1047,92400,6659,735,60,31,5249,70,1765,0,0,70928,90615,7
,永富里,177,101076,4373,2410,86869,1522,259,505,110,3490,15,1441,0,82,65190,80033,0
,永吉里,66,43955,1364,234,39032,1171,119,0,9,1766,0,192,0,67,30692,35740,26
,內南里,68,39828,461,311,35353,1676,714,13,26,876,0,397,0,0,27851,32326,0
,永興里,72,37130,2143,766,28767,2736,108,0,2,2284,0,325,0,0,21289,29653,42
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,中埔里,95,62671,1325,1172,53109,3001,386,65,49,2502,0,1062,0,0,41876,51438,29
,東埔里,85,57190,1093,568,45380,1452,104,52,32,6540,0,1963,0,6,35030,46840,5
,內豐里,225,122599,2816,497,106860,5587,1010,973,71,3845,44,506,0,392,81158,96897,7
,觀亭里,318,203203,11289,5749,158188,12550,924,335,141,9849,0,3021,0,1155,123373,168388,1
,內東里,134,78887,6184,732,62026,2208,439,1196,71,4399,0,1541,0,93,46365,63226,4
,內興里,91,45420,3886,724,38908,731,483,0,70,429,0,189,0,0,27724,34236,0
,木柵里,82,46472,2653,25,40157,1240,796,292,33,878,0,398,0,0,29607,35922,8
,溝坪里,142,77597,3159,707,64966,4634,371,0,142,3177,91,280,0,70,48482,61114,60
,石坑里,68,41772,665,61,38352,746,1175,0,17,607,0,149,0,0,29630,33050,0
,瑞山里,40,27422,2469,0,21662,1368,14,19,19,1157,0,714,0,0,17029,22789,0
,光興里,93,57148,2453,1780,43074,3020,1195,0,17,5048,0,408,0,153,32742,46816,7
,金竹里,86,44860,4675,180,34672,1339,358,0,34,3145,41,416,0,0,25600,35788,0
,三平里,90,52687,2668,197,45084,2389,836,73,21,1122,0,292,0,4,33169,40772,29
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,2116,1252004,57746,17161,1034859,54028,10027,3584,894,56363,261,15059,0,2021,787735,1005641,226
美濃區,泰安里,390,307332,4862,13805,238981,26749,5352,311,166,13265,1166,2563,0,112,196204,264555,88
,瀰濃里,514,414701,7720,7208,336380,28415,1456,585,556,27864,53,2029,1377,1058,276102,354298,2422
,東門里,286,218104,1511,2863,178589,15502,266,673,189,15557,347,2363,0,243,145441,185305,104
,合和里,541,392712,5402,17184,315676,23972,4644,264,209,20284,36,4052,0,987,254525,331561,333
,中圳里,437,357637,5582,2759,298701,21991,2712,2412,117,16757,3066,2830,49,660,245769,304932,542
,福安里,579,475878,9494,15212,355804,32832,4628,867,928,48282,3063,4558,0,210,287609,407683,601
,中壇里,454,359752,2756,6636,283753,26002,1806,487,340,32307,929,4735,0,1,230229,306228,253
,祿興里,542,410130,11117,4875,331742,29470,3738,1157,471,20631,885,5957,0,86,270395,348942,592
,德興里,312,237634,3944,3905,205877,11904,1732,214,211,7581,48,1937,189,91,166980,198548,1116
,清水里,379,272876,2239,1187,233961,12560,1570,329,125,18861,189,1607,0,248,186451,225366,20
,吉和里,288,203738,2834,849,174278,10832,447,111,126,10006,688,3419,0,148,138900,168360,48
,吉洋里,333,231877,6529,1857,199591,11041,1117,368,125,8687,16,2471,0,75,159248,191535,359
,吉東里,338,228723,3765,2184,190598,12906,580,547,183,15887,61,1946,0,66,151291,189416,138
,龍肚里,302,226047,2947,2732,195101,13639,718,249,146,8757,0,1637,0,121,158985,190411,62
,龍山里,415,311557,5157,1957,261611,17493,2345,742,348,17167,766,3973,0,0,212516,262463,76
,獅山里,477,330698,3579,1822,291088,12459,1080,416,132,12712,85,7305,0,21,232608,272450,261
,廣林里,261,180482,1949,972,153737,7431,1052,720,179,11172,106,3062,50,52,121919,148613,476
,廣德里,249,176933,1869,2339,151076,11288,1134,216,94,7820,15,1083,0,0,121082,146939,92
,興隆里,234,158086,1260,3003,138039,7869,556,748,142,4475,0,1927,59,7,110153,130140,284
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,7331,5494897,84515,93349,4534583,334356,36932,11416,4789,318072,11517,59457,1724,4186,3666407,4627744,7866
杉林區,上平里,289,177536,1848,2958,151923,12511,761,305,182,5784,39,1203,0,20,116910,142956,193
,杉林里,86,41772,879,304,32808,1707,0,0,19,4975,0,1053,0,27,23197,32161,0
,月眉里,306,217858,7068,1751,184116,13063,1450,252,121,6925,937,1985,0,191,146702,180819,53
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,月美里,193,136734,2960,535,116222,7274,1064,608,35,5894,321,1590,0,232,92016,112528,98
,新庄里,250,169469,4197,2680,144374,9753,302,55,70,6442,0,1529,0,67,113842,139197,76
,集來里,157,91970,5541,2048,74540,3844,646,0,72,3791,0,1484,0,4,58356,75785,14
,木梓里,81,45134,1780,2301,38194,1031,158,60,8,922,0,214,0,468,29056,35996,0
,大愛里,250,131393,4257,1968,116066,2974,581,199,160,4502,0,685,0,0,85279,100745,50
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1612,1011866,28529,14545,858244,52156,4963,1479,666,39235,1297,9743,0,1009,665357,820188,485
甲仙區,東安里,88,57393,2046,372,47489,3645,1364,110,25,1926,0,416,0,0,37541,47445,50
,西安里,177,123332,5270,4227,94738,11435,1532,61,102,4785,95,1084,0,3,75076,103670,80
,和安里,116,77395,5894,2040,53284,4378,971,55,69,10468,0,234,0,1,42010,66121,1
,關山里,61,31121,1902,14,26745,1187,107,0,32,799,0,308,0,27,20271,24647,4
,小林里,64,33351,192,603,28964,784,815,0,40,1606,0,346,0,0,22164,26551,0
,大田里,258,131417,8851,512,107912,3403,1314,294,57,7979,0,661,0,436,79792,103297,4
,寶隆里,109,48386,473,237,45010,1361,250,437,39,219,0,361,0,0,32135,35512,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,873,502395,24628,8004,404142,26192,6354,957,364,27782,95,3411,0,467,308989,407242,139
茂林區,茂林里,163,117196,2319,74,107645,3521,184,114,42,3106,25,167,0,0,86712,96263,26
,多納里,91,59336,1308,149,56346,475,194,0,14,470,69,308,0,3,44637,47627,31
,萬山里,79,60548,9097,1303,47277,1832,684,55,16,226,0,33,0,27,37095,50366,59
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,333,237080,12723,1525,211268,5828,1061,168,73,3801,95,508,0,30,168444,194256,116
桃源區,桃源里,128,82072,3343,700,72390,3479,1014,258,21,228,0,629,0,10,55132,64814,13
,寶山里,80,65185,1625,625,50509,6826,1558,2,11,3716,0,311,0,0,39713,54389,14
,建山里,113,69300,2999,147,59918,1885,62,23,21,3714,0,308,0,224,46471,55853,170
,高中里,92,67691,3094,170,59800,1879,298,0,20,1696,278,456,0,0,48854,56745,70
,勤和里,30,18362,461,119,16606,259,1,0,5,805,0,106,0,0,12591,14347,2
,復興里,44,30453,64,165,27367,1764,555,0,32,24,0,454,0,28,21371,24457,23
,拉芙蘭里,45,31960,228,18,30305,197,369,0,25,663,0,155,0,0,24020,25675,20
,梅山里,41,26587,695,0,24169,1064,37,0,7,541,0,75,0,0,18899,21318,1
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,573,391610,12509,1945,341063,17353,3895,283,142,11387,278,2495,0,261,267051,317598,312
那瑪夏區,南沙魯里,84,47969,338,231,45205,866,0,0,11,1136,0,181,0,0,35086,37850,64
,瑪雅里,109,87315,1143,482,81846,3211,393,0,17,28,25,131,0,39,66289,71758,16
,達卡努瓦,194,131113,4038,1716,117421,2972,165,57,59,3729,0,744,0,212,92349,106041,19
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,387,266396,5519,2429,244472,7049,558,57,86,4894,25,1057,0,251,193724,215649,98
其　他,其　他,98,129870,4243,3381,96615,5023,1097,2978,34,14813,0,1602,0,84,83977,117336,29
,合　計,98,129870,4243,3381,96615,5023,1097,2978,34,14813,0,1602,0,84,83977,117336,29
